#x,	y,	z,	vx,	vy,	vz,	mass,	logage[yr],	Z,	cloud-density
-2.0	2.0	0.0		0.0		0.0		0.0		1.0	5.0	0.015	0.0
-2.0	1.92	0.0		0.0		0.0		0.0		1.0	5.1260205999132795	0.015	0.0
-2.0	1.84	0.0		0.0		0.0		0.0		1.0	5.252041199826559	0.015	0.0
-2.0	1.76	0.0		0.0		0.0		0.0		1.0	5.3780617997398386	0.015	0.0
-2.0	1.68	0.0		0.0		0.0		0.0		1.0	5.504082399653118	0.015	0.0
-2.0	1.6	0.0		0.0		0.0		0.0		1.0	5.6301029995663985	0.015	0.0
-2.0	1.52	0.0		0.0		0.0		0.0		1.0	5.756123599479678	0.015	0.0
-2.0	1.44	0.0		0.0		0.0		0.0		1.0	5.8821441993929575	0.015	0.0
-2.0	1.3599999999999999	0.0		0.0		0.0		0.0		1.0	6.008164799306237	0.015	0.0
-2.0	1.28	0.0		0.0		0.0		0.0		1.0	6.1341853992195166	0.015	0.0
-2.0	1.2	0.0		0.0		0.0		0.0		1.0	6.260205999132796	0.015	0.0
-2.0	1.12	0.0		0.0		0.0		0.0		1.0	6.386226599046076	0.015	0.0
-2.0	1.04	0.0		0.0		0.0		0.0		1.0	6.512247198959356	0.015	0.0
-2.0	0.96	0.0		0.0		0.0		0.0		1.0	6.638267798872635	0.015	0.0
-2.0	0.8799999999999999	0.0		0.0		0.0		0.0		1.0	6.764288398785915	0.015	0.0
-2.0	0.8	0.0		0.0		0.0		0.0		1.0	6.8903089986991946	0.015	0.0
-2.0	0.72	0.0		0.0		0.0		0.0		1.0	7.016329598612474	0.015	0.0
-2.0	0.6399999999999999	0.0		0.0		0.0		0.0		1.0	7.142350198525754	0.015	0.0
-2.0	0.56	0.0		0.0		0.0		0.0		1.0	7.268370798439033	0.015	0.0
-2.0	0.48	0.0		0.0		0.0		0.0		1.0	7.3943913983523135	0.015	0.0
-2.0	0.3999999999999999	0.0		0.0		0.0		0.0		1.0	7.520411998265592	0.015	0.0
-2.0	0.32000000000000006	0.0		0.0		0.0		0.0		1.0	7.6464325981788726	0.015	0.0
-2.0	0.24	0.0		0.0		0.0		0.0		1.0	7.772453198092152	0.015	0.0
-2.0	0.15999999999999992	0.0		0.0		0.0		0.0		1.0	7.898473798005432	0.015	0.0
